paramters,runtime
MuST_75_30,551.670141199138
DOMINO_75_0,68.06992240389809
DIAMOnD_75_0,14.22114170435816
ROBUST_100_5,5.059497178066522
R-MuST_100_5,371.48489612620324
MuST_100_5,228.1124228821136
ROBUST_100_10,6.886253986041993
R-MuST_100_10,738.0669231708162
MuST_100_10,395.8040466783568
ROBUST_100_15,8.331199962180108
R-MuST_100_15,1041.1033131340519
MuST_100_15,597.143183270935
ROBUST_100_20,9.86112686805427
R-MuST_100_20,1415.6168411462568
MuST_100_20,711.5376979401335
ROBUST_100_25,11.519279389176518
R-MuST_100_25,1752.788085911423
MuST_100_25,1353.7869999050163
ROBUST_100_30,13.56409553764388
R-MuST_100_30,2093.568886971101
MuST_100_30,1197.6022322149947
DOMINO_100_0,69.39738975604996
DIAMOnD_100_0,18.46798586193472
ROBUST_125_5,5.142073293682188
R-MuST_125_5,564.5801660176367
MuST_125_5,252.50414189090952
ROBUST_125_10,6.865324134007096
R-MuST_125_10,1100.9129214640707
MuST_125_10,492.33138327486813
ROBUST_125_15,8.536371608264744
R-MuST_125_15,1680.5482208076864
MuST_125_15,1082.7912571229972
ROBUST_125_20,10.500960901845247
R-MuST_125_20,2265.827615418937
MuST_125_20,1226.2982806991786
ROBUST_125_25,12.557366942055523
R-MuST_125_25,2875.4561211266555
MuST_125_25,1600.6767604765482
ROBUST_125_30,14.32833498204127
R-MuST_125_30,3221.442534666043
MuST_125_30,2442.248392342124
DOMINO_125_0,68.07158164680004
DIAMOnD_125_0,20.941029641777277
ROBUST_150_5,5.853844802826643
R-MuST_150_5,788.3102793740109
MuST_150_5,426.97788041178137
ROBUST_150_10,8.450566365849227
R-MuST_150_10,1565.281476631295
MuST_150_10,968.3739405502565
ROBUST_150_15,11.041634754743427
R-MuST_150_15,2376.0596145046875
MuST_150_15,1661.7170894821174
ROBUST_150_20,13.444362332113087
R-MuST_150_20,3160.9560254998505
MuST_150_20,2428.0458329510875
ROBUST_150_25,15.833494819235057
R-MuST_150_25,3898.16139350133
MuST_150_25,1853.1023456631228
ROBUST_150_30,18.15368344495073
R-MuST_150_30,4646.101142692845
MuST_150_30,2263.6079645701684
DOMINO_150_0,70.18547786399722
DIAMOnD_150_0,19.81758259702474
ROBUST_175_5,6.285073450766504
R-MuST_175_5,1062.5440791198052
MuST_175_5,561.4192216820084
ROBUST_175_10,8.895655975677073
R-MuST_175_10,2139.8352652606554
MuST_175_10,994.5096818450838
ROBUST_175_15,11.551139113027602
R-MuST_175_15,3237.418501811102
MuST_175_15,1478.3228351213038
ROBUST_175_20,13.630158403888345
R-MuST_175_20,4282.492724571377
MuST_175_20,2367.3289184127934
ROBUST_175_25,16.263639166019857
R-MuST_175_25,5428.067430359777
MuST_175_25,2832.6386661292054
ROBUST_175_30,18.893274588976055
R-MuST_175_30,6351.748577795923
MuST_175_30,3516.4644293054007
DOMINO_175_0,70.07313249912113
DIAMOnD_175_0,23.394998217001557
ROBUST_200_5,5.912342046853155
R-MuST_200_5,1389.5370788010769
MuST_200_5,754.9859036053531
ROBUST_200_10,8.446206797845662
R-MuST_200_10,2770.379713993054
MuST_200_10,1265.8197336657904
ROBUST_200_15,10.728241367265582
R-MuST_200_15,4102.609666629229
MuST_200_15,1994.46980440896
ROBUST_200_20,13.376773039344698
R-MuST_200_20,5510.110000031069
MuST_200_20,2772.859270751942
ROBUST_200_25,15.590363291092217
R-MuST_200_25,6828.440936713014
MuST_200_25,4487.601027916651
ROBUST_200_30,17.98284979723394
R-MuST_200_30,8082.243420383893
MuST_200_30,6208.690871899016
DOMINO_200_0,69.19364189216867
DIAMOnD_200_0,26.836724908091128
ROBUST_225_5,6.478249165229499
R-MuST_225_5,1786.0112440753728
MuST_225_5,952.7966324295849
ROBUST_225_10,7.677146941889077
R-MuST_225_10,3461.8448673482053
MuST_225_10,2914.6331820781343
ROBUST_225_15,9.619254271965474
R-MuST_225_15,5406.509722556919
MuST_225_15,2503.4632111759856
ROBUST_225_20,11.639312895946205
R-MuST_225_20,7279.963685798924
MuST_225_20,4205.804781076033
ROBUST_225_25,15.254369199741632
R-MuST_225_25,8992.174071518239
MuST_225_25,4716.957190161105
ROBUST_225_30,16.37519667018205
R-MuST_225_30,11021.789022142068
MuST_225_30,4891.932288981974
DOMINO_225_0,69.99770295806229
DIAMOnD_225_0,28.16447670198977
ROBUST_250_5,5.734898299910128
R-MuST_250_5,2209.9854720821604
MuST_250_5,970.1756269931793
ROBUST_250_10,7.75492326496169
R-MuST_250_10,4353.522540701088
MuST_250_10,2411.0851063090377
ROBUST_250_15,9.675395330414176
R-MuST_250_15,6525.970395249315
MuST_250_15,2899.44310202403
ROBUST_250_20,12.611821244005114
R-MuST_250_20,8856.707839136943
MuST_250_20,7065.297276461963
ROBUST_250_25,24.132167923264205
R-MuST_250_25,12903.905932358932
MuST_250_25,6304.16990035167
ROBUST_250_30,17.910012498963624
R-MuST_250_30,13835.70211035991
MuST_250_30,7020.765708087012
DOMINO_250_0,76.2633065241389
DIAMOnD_250_0,30.228153526317328
ROBUST_275_5,9.577242068015039
R-MuST_275_5,2752.9304431006312
MuST_275_5,1708.5000142650679
ROBUST_275_10,8.13488856703043
R-MuST_275_10,5420.960537859239
MuST_275_10,2830.761403630022
ROBUST_275_15,10.172012285795063
R-MuST_275_15,7860.702400907874
MuST_275_15,4507.77352463128
ROBUST_275_20,12.398880556691438
R-MuST_275_20,10689.915118364152
MuST_275_20,5784.7175309830345
ROBUST_275_25,15.089225706178695
R-MuST_275_25,16026.508004202042
MuST_275_25,11302.46204209933
ROBUST_275_30,29.094995990861207
R-MuST_275_30,17937.60179933859
MuST_275_30,8227.739111419301
DOMINO_275_0,74.49628423014656
DIAMOnD_275_0,34.69359630299732
ROBUST_300_5,9.965017625596374
R-MuST_300_5,3363.281395733822
MuST_300_5,2442.7612145468593
ROBUST_300_10,9.166242453735322
R-MuST_300_10,6616.276409030892
MuST_300_10,4032.1811205740087
ROBUST_300_15,11.416781702078879
R-MuST_300_15,10119.597649869975
MuST_300_15,5712.765379638877
ROBUST_300_20,13.341316925827414
R-MuST_300_20,12885.946168661118
MuST_300_20,7901.4140932122245
ROBUST_300_25,18.345676633063704
R-MuST_300_25,16286.54204598302
MuST_300_25,10329.219118358102
ROBUST_300_30,19.538417919073254
R-MuST_300_30,19640.278720456176
MuST_300_30,9461.513450432103
DOMINO_300_0,75.24740639328957
DIAMOnD_300_0,31.25817121192813
ROBUST_325_5,6.97830919129774
R-MuST_325_5,3792.338493039366
MuST_325_5,1672.9114631079137
ROBUST_325_10,8.641800772864372
R-MuST_325_10,7605.22880076617
MuST_325_10,3496.326705317013
ROBUST_325_15,16.130368113983423
R-MuST_325_15,11408.182891197037
MuST_325_15,5464.043713700958
ROBUST_325_20,17.301198625937104
R-MuST_325_20,17520.08751773974
MuST_325_20,7639.571594393812
ROBUST_325_25,23.916041227057576
R-MuST_325_25,18644.793433451094
MuST_325_25,14780.016154001001
ROBUST_325_30,18.136604296043515
R-MuST_325_30,23186.33694805298
MuST_325_30,10955.793238013051
DOMINO_325_0,73.3088778280653
DIAMOnD_325_0,37.47169231297448
ROBUST_350_5,8.868300351779908
R-MuST_350_5,4218.137702071108
MuST_350_5,2632.419916986022
ROBUST_350_10,7.786621048115194
R-MuST_350_10,8497.053425484803
MuST_350_10,3804.436613163911
ROBUST_350_15,10.002942325081676
R-MuST_350_15,12746.415588451084
MuST_350_15,7562.572043196764
ROBUST_350_20,12.640853037126362
R-MuST_350_20,17330.656131491996
MuST_350_20,27506.751247249078
ROBUST_350_25,26.67957647005096
R-MuST_350_25,21189.52383014001
MuST_350_25,41124.90765207214
ROBUST_350_30,18.10061583807692
R-MuST_350_30,26068.540115565993
MuST_350_30,15008.628621843643
DOMINO_350_0,73.11715088691562
DIAMOnD_350_0,36.47367107402533
ROBUST_375_5,7.23831028258428
R-MuST_375_5,5044.048925084993
MuST_375_5,2274.9987632660195
ROBUST_375_10,15.451470925007015
R-MuST_375_10,9953.095014991239
MuST_375_10,4645.300963807385
ROBUST_375_15,13.610132445115596
R-MuST_375_15,15573.024360748008
MuST_375_15,11345.745021788869
ROBUST_375_20,21.32538773212582
R-MuST_375_20,20392.933685759548
MuST_375_20,13520.088052168023
ROBUST_375_25,22.392263159621507
R-MuST_375_25,26798.54043400986
MuST_375_25,13082.22373769898
ROBUST_375_30,29.272836457937956
R-MuST_375_30,30767.569598957896
MuST_375_30,29843.931093838997
DOMINO_375_0,79.81397818308324
DIAMOnD_375_0,45.84689504513517
ROBUST_400_5,11.380325237289071
R-MuST_400_5,6113.685096336063
MuST_400_5,4522.708886808716
ROBUST_400_10,11.168695665895939
R-MuST_400_10,12237.450367483776
MuST_400_10,9309.24055002816
ROBUST_400_15,20.678778340108693
R-MuST_400_15,18408.617086234968
MuST_400_15,10401.956162246875
ROBUST_400_20,23.345766890328377
R-MuST_400_20,24141.80671172077
MuST_400_20,16511.85363736702
ROBUST_400_25,24.720180803909898
R-MuST_400_25,28446.392827769276
MuST_400_25,13729.147425928153
ROBUST_400_30,26.454301727935672
R-MuST_400_30,35100.11990753887
MuST_400_30,21159.55607903609
DOMINO_400_0,73.70090049318969
DIAMOnD_400_0,42.37353773927316
